UserId_Url,UserId,Tweet_Url,Date-Time,Tweets,css-4rbku5 href 5,Comments,Retweets,Likes,css-4rbku5 2
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1692850186207277512,Aug 19,Our cabins are lit in rainbow colors on several flights bound for Copenhagen today. Because love is love - in the air and everywhere. Happy,https://twitter.com/SAS/status/1692850186207277512/photo/1,34,17,90,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1650860026683359238,Apr 25,Our new app just won a,https://twitter.com/SAS/status/1650860026683359238/photo/1,37,11,83,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1643643673110872066,Apr 5,Our app is nominated for,https://twitter.com/SAS/status/1643643673110872066/photo/1,21,9,59,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1636745465654812673,Mar 17,Meet the Cabin Crew!,,29,22,64,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1631324432613494786,Mar 2,Get ready for the spring with a trip to Amsterdam. Traveler tip: Visit when the tulip fields in Keukenhof are flowering in April and May.,https://t.co/mFhgwK6yTt,19,5,15,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1630844112088846337,Mar 1,"Padrón peppers, matured cheeses and patatas bravas. Classic Spanish tapas are all well and good, but Alicante’s tapas scene has so much more to offer. Let us guide you to 7 unforgettable tapas dishes.",https://t.co/KgLmi9QOKB,4,3,14,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1630599669045682176,Feb 28,"Atmospheric promenades, exquisite food and drink, memorable hotels, and day trips to Italy – Nice is the supreme destination for hopeless romantics.",https://t.co/a2dwrliLh0,5,3,20,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1629783592749473792,Feb 26,"Kari embarked on her last flight as Cabin Crew for SAS this Friday. She's been with us since the Caravelle days, and after 50 years of extraordinary service, she's now retiring. Thank you for your five decades of dedication, Kari!",https://twitter.com/SAS/status/1629783592749473792/photo/1,15,55,670,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1628787742401232897,Feb 23,Rome offers a smorgasbord of culinary delights. This handy guide will help you eat like an emperor all day long.,https://t.co/d1u0fgrULv,2,2,19,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1627938722292412417,Feb 21,".@DSV_AS partners with SAS, and is thereby the first company in Denmark to sign an agreement within the SAS Corporate Sustainability Program.",https://t.co/76qwb1YXqE,2,2,11,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1627677084163219458,Feb 20,"Stunning natural scenery, some of Scandinavia’s best ski slopes, and a vibrant restaurant and entertainment scene. You'll find it all in Åre.",https://t.co/ULOM44sfDM,4,19,,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1625404628064997377,Feb 14,Dreaming of a trip to the world’s most romantic city this Valentine’s Day? We’ve got you covered with our très bon Paris playlist. Listen here:,,5,3,17,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1623749424982663169,Feb 9,We're on our way to,https://twitter.com/SAS/status/1623749424982663169/photo/1,15,19,185,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1620451969721573377,Jan 31,"Every flight tells a story. As the world's largest airline alliance, we come together to connect you with your loved ones, no matter how long the journey. So you'll always be close, even when you're thousands of miles apart.",,13,4,19,#MyStarAlliance
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1606299386375454720,"Dec 23, 2022",Happy holidays from all of us at SAS,https://twitter.com/SAS/status/1606299386375454720/photo/1,25,8,106,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1602692532730826752,"Dec 13, 2022","Happy Lucia, travelers",https://twitter.com/SAS/status/1602692532730826752/photo/1,16,3,37,#journeysthatmatter
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1565732681660366848,"Sep 2, 2022",Proud to be a part of this important mission.,https://twitter.com/JanezLenarcic/status/1565344929089404929/photo/1,10,4,30,
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1558071795604922369,"Aug 12, 2022","Yesterday, our President & CEO, Anko van der Werff, was interviewed by",,42,3,16,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1554829651381342215,"Aug 3, 2022","When we come together, greatness happens.",,25,3,20,#StarAllianceFamily
https://twitter.com/UrbanAhlin,@UrbanAhlin,https://twitter.com/UrbanAhlin/status/1532456765207592975,"Jun 3, 2022",Boarding!,,58,8,34,
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1532387061382238209,"Jun 2, 2022",Inaugural flight from Copenhagen to Toronto today. Looking forward to arriving in beautiful Canada!,https://twitter.com/SAS/status/1532387061382238209/photo/1,67,22,150,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1517158902151860230,"Apr 21, 2022","The closer we are, the further we can go. Star Alliance connects you to a world of opportunities.",,46,13,25,#ConnectingYourWorld
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1498234938860183554,"Feb 28, 2022",SAS,,46,12,44,#ConnectingYourWorld
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1491014265222103051,"Feb 8, 2022","Starting June, we’ll be flying to Toronto from Copenhagen and Stockholm, provided we get the necessary authorization. Ticket sales will start soon! We’re curious - what’s your best tips for",,29,36,181,#Toronto
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1498234938860183554,"Feb 28, 2022",SAS,,46,12,44,#ConnectingYourWorld
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1473277502940491784,"Dec 21, 2021",Welcome Åsa Viking – our new Airbus A321 Long Range!,https://twitter.com/SAS/status/1473277502940491784/photo/1,36,109,841,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1472938212700139521,"Dec 20, 2021",Step by step. Moment by moment. Star Alliance is here to help you make the connections that matter most.,,14,1,20,#ConnectingYourWorld
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1451222816553062405,"Oct 21, 2021","We now open more routes, and this winter we fly more than 150 routes to 90 destinations, among else to important cities such as London, Brussels, Hamburg and Paris. Find the full traffic program on",https://twitter.com/SAS/status/1451222816553062405/photo/1,43,8,48,
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1450109983849390083,"Oct 18, 2021",We’ve made it 4x easier for you to keep your SAS Eurobonus level!,https://twitter.com/SAS/status/1450109983849390083/photo/1,19,6,28,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1441399967101374466,"Sep 24, 2021","The Swedish and Norwegian governments have decided to change their travel advice. From 1 October,",https://twitter.com/SAS/status/1441399967101374466/photo/1,27,22,126,
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1440265869708255235,"Sep 21, 2021","Bright cities, bustling markets and stunning vistas. Together with",,6,5,42,#FlyWithConfidence
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1413834820002754569,"Jul 10, 2021","We are thrilled to be proud carrier of the Scandinavian Olympic athletes, getting them safely and comfortably to Tokyo. Best of luck!",https://twitter.com/SAS/status/1413834820002754569/photo/1,11,23,150,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1413431482094264320,"Jul 9, 2021","Take a stroll on Promenade des Anglais, where you can walk along the sea front for a couple of hours, or enjoy some of the best Italian and French cuisine the world has to offer. Nice has it all - we'll get you there safely.",https://twitter.com/SAS/status/1413431482094264320/photo/1,7,1,32,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1411997374344486920,"Jul 5, 2021","Bari in Italy is amazing! Here you'll find fashionable cafés and bars, contemporary buildings, loads of history and ancient culture. Explore Bari with SAS this summer - we'll get you there safely.",https://twitter.com/SAS/status/1411997374344486920/photo/1,9,5,40,#flysas
https://twitter.com/OlivierHoarau,@OlivierHoarau,https://twitter.com/OlivierHoarau/status/1407735193469861897,"Jun 23, 2021",On departure this afternoon from,https://twitter.com/hashtag/Takeoff?src=hashtag_click,8,38,284,#Toulouse
https://twitter.com/flightradar24,@flightradar24,https://twitter.com/flightradar24/status/1407661298133962752,"Jun 23, 2021",,https://twitter.com/flightradar24/status/1407661298133962752/photo/1,2,24,319,
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1407622057635061762,"Jun 23, 2021","Today, we will get a delivery of our 6th",https://twitter.com/SAS/status/1407622057635061762/photo/1,15,31,242,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1384867759172071424,"Apr 21, 2021","Family reunions, meeting up with friends, and exploring the world, are some of the things we’ve missed most.",,24,14,60,#StarAlliance
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1362042063915786244,"Feb 17, 2021",We happily announce a new agreement with,https://twitter.com/CFM_engines/status/1361331557353545728/photo/1,26,15,75,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1359089975724236800,"Feb 9, 2021","With joy we see demand for air travel increasing during the spring and summer. Assuming travel restrictions have eased, we will open 180 direct routes from Scandinavia to Europe. We also launch a few new destinations. Find out which ones at",https://twitter.com/SAS/status/1359089975724236800/photo/1,39,25,152,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1321538091870543873,"Oct 29, 2020",Touchdown Stockholm,,18,7,97,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1320048669278822406,"Oct 24, 2020","Heading into chillier seasons, travelers seek heart-warming outdoor adventures. Looking down on the stunning Alta alps, we long to take that thrilling leap off the edge down the slope. See our traffic program at",https://twitter.com/SAS/status/1320048669278822406/photo/1,16,7,70,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1319341537449414657,"Oct 22, 2020",SAS is a proud member of the,,25,15,98,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1316424852350414848,"Oct 14, 2020","A few rays of light still found their way over the horizon to create this magical view from cockpit at 6 pm last Friday when the Alta flight touched ground – bringing residents of Northern Norway home for the weekend, or taking curious domestic travelers somewhere new",,18,10,90,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1314975287046803459,"Oct 10, 2020","This view from cockpit earlier today gives a glimpse of the stunning beauty of the Norwegian landscape on a fall morning. We are proud that Norway is said to be one of the most beautiful countries in the world, blessed with raw, untamed beauty",,18,29,159,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1313903178270887936,"Oct 7, 2020","Flying into the Danish capital, we can just about feel the fall breeze over the Sound separating Denmark from the Swedish mainland. This windy shot have us longing for walks along the coastline of Sjælland. We’ll get you there safely",https://twitter.com/SAS/status/1313903178270887936/photo/1,17,8,124,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1312438523358711814,"Oct 3, 2020","Today we use a Ted Bernhardtz standard updated blue uniform in combination with SAS blue items, scarf, tie and ladies’ top.​The pattern of the silk scarf is inspired by the Nordic landscape seen from above",https://twitter.com/SAS/status/1312438523358711814/photo/1,17,8,86,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1311366459113779202,"Sep 30, 2020","Last year, we proudly introduced our current aircraft design. Our aircraft now carry the iconic blue color both on the tail, the engines and the wingtips. The word “Scandinavian”, has been placed on the belly of the plane",https://twitter.com/SAS/status/1311366459113779202/photo/1,25,20,196,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1311305029425549312,"Sep 30, 2020",Our prospectus has now been published. Find it here:,,8,3,16,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1310151407555747840,"Sep 27, 2020","To get you safely where you need to go, we have implemented a few measures. But we need your help as well! Here are some of the measures we’ve taken, and what you can do to stay healthy while traveling.",,20,6,53,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1309015972825706496,"Sep 24, 2020","From 29 September, we are glad to be reopening the route from Copenhagen to Shanghai with a weekly frequency, operated by our brand new Airbus A350 - one of the most modern and fuel-efficient in the industry, emitting up to 30% less than previous comparable aircraft.",https://twitter.com/SAS/status/1309015972825706496/photo/1,26,39,306,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1308837294007291904,"Sep 24, 2020","Whatever your reason for traveling, and whenever the season, we take you safely and smoothly to where you need to go. All travelers get double the EuroBonus points when booking a trip departing up until May 31st 2021. Book before October 21st 2020",https://twitter.com/SAS/status/1308837294007291904/photo/1,23,9,73,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1307365093626253312,"Sep 19, 2020","A blue tail, red engines and a redesigned logo were elements of the new look introduced in 1998. The flags of the Scandinavian countries were now removed from the aircraft body and instead displayed over one of the cabin windows",https://twitter.com/SAS/status/1307365093626253312/photo/1,33,19,248,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1306652900865703942,"Sep 17, 2020","This view flying into Bergen keeps us dreaming of the striking landscapes and turquoise waters of Vestlandet. With our new Airbus A320neo aircraft, Norwegians can rely on a more sustainable connection – the A320neo emitting 15-20% less than the aircraft it replaces",https://twitter.com/SAS/status/1306652900865703942/photo/1,17,15,144,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1305568254069481473,"Sep 14, 2020","Today, we flew an urgent relief flight to Greece for the Norwegian Directorate for Civil Protection. They are helping refugees following the disastrous fire in the Moria refugee camp by dispatching their team of special-trained medical experts and mobile hospital unit",https://twitter.com/SAS/status/1305568254069481473/photo/1,10,13,143,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1304828378772537344,"Sep 12, 2020","After more than 30 years with our ergonomic and sustainable design, the famous SAS coffee pot is still used by 35 airlines and it is featured in the permanent collection of the MoMA Museum of Modern Art",https://twitter.com/SAS/status/1304828378772537344/photo/1,18,25,136,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1295746033033654272,"Aug 18, 2020",Extend your summer with EuroBonus,https://twitter.com/SAS/status/1295746033033654272/photo/1,19,2,35,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1293939128728420354,"Aug 13, 2020","Few places offer as many soul-stirring views as Ireland – one found at the Cliffs of Moher, a place for clifftop walks and island-hopping. We’ll get you there safely",https://twitter.com/SAS/status/1293939128728420354/photo/1,20,11,69,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1293235039011049472,"Aug 11, 2020",The safety of our staff and travelers is our number one priority. That's why we wear face masks at the airport and on board.  We can’t wait to have you with us on your next trip!,https://twitter.com/SAS/status/1293235039011049472/photo/1,32,8,120,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1291754734093729792,"Aug 7, 2020","The breathtaking coastline of Cinque Terre is the perfect place for a walk. Fly to Milan, and with the train you are on your way up the hills in just three hours",https://twitter.com/SAS/status/1291754734093729792/photo/1,19,2,55,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1291030083097026562,"Aug 5, 2020",See the breathtaking nature of the Swiss alps,,17,7,54,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1290680167803887616,"Aug 4, 2020","To get you safely where you need to go, we have implemented a few measures. But we need your help as well! Here's what you can do at the airport",,12,14,66,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1290297633043550209,"Aug 3, 2020","Today we introduced our newest Airbus model, A320neo, on domestic flights in Norway – emitting 15-20% less than the aircraft it replaces. Welcome on board!",https://twitter.com/SAS/status/1290297633043550209/photo/1,21,31,313,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1289094736163348480,"Jul 31, 2020",Athens - where ancient monuments and the future meet. It is a beautiful city full of history and atmosphere. Anywhere you go there is breathtaking mix of old and new.,,17,7,45,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1288378772983549952,"Jul 29, 2020","Have you visited Sardinia? Its home to some of the finest beaches in the world, the water temperature is wonderfully warm, and the atmosphere is easygoing. We fly you there directly from Copenhagen.",,19,12,78,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1276134386749095938,"Jun 25, 2020","The air onboard is very clean! All our Airbus and Boeing aircraft are equipped with HEPA filters that are capable of capturing up to 99.97% of microbes, like viruses and bacteria, ensuring a high air quality.",,22,6,72,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1275354182543966208,"Jun 23, 2020","We continue to slowly reopen routes, and starting July we’ll begin flying to Chania, Olbia, Pisa, Pula, Venice and Warsaw again. Full program:",,38,23,85,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1274964088490164224,"Jun 22, 2020","This is Julia - one of our heroes, who volunteered at an elementary school in Stockholm for seven weeks, during this time when almost all of our operations are temporarily on hold. Read the full story here:",,17,4,55,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1273875673954877440,"Jun 19, 2020","Midsummer - the lightest and longest day of the year, which is celebrated all over Sweden. Wishing you all a Happy Midsummer!",https://twitter.com/SAS/status/1273875673954877440/photo/1,19,10,122,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1273524131993137152,"Jun 18, 2020","To get you safely where you need to go, we have implemented a few measures. But we need your help as well! Here’s what you can think about to stay safe while traveling.",,14,10,65,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1272854049562517507,"Jun 16, 2020","We continue to slowly reopen routes. From July, we will fly to Alicante, Faro, Rome and 7 other destinations again. In addition, we are adding more flights on our intra-Scandinavian routes. Full program:",,30,21,103,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1271446864970350596,"Jun 12, 2020",We’ve updated our boarding procedure to better enable social distancing. Sebastian from Passenger Handling at ARN explains more about the new procedure in this video.,,28,15,73,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1271094771629428737,"Jun 11, 2020","As the world is slowly opening up, demand for flights is increasing gradually as well. Some of our aircraft therefore get to come out of storage – eager to fly again.",,35,74,462,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1269173428923199489,"Jun 6, 2020","June 6th is the national day of Sweden, which marks two historical events: The coronation of Gustav Vasa is 1523 and the adoption of the Instrument of Government in Sweden in 1809. Glad Nationaldag!",https://twitter.com/SAS/status/1269173428923199489/photo/1,20,21,183,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1268905489783500802,"Jun 5, 2020","June 5th honors the Danish Constitution, as Denmark’s first constitution was signed on this date in 1849. Glædelig Grundlovsdag from the crew (and mood lights) onboard SK419 today!",https://twitter.com/SAS/status/1268905489783500802/photo/1,9,9,118,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1268823624191897600,"Jun 5, 2020","We are slowly reopening routes to Brussels, the Faroe Islands, Frankfurt, Malaga, Reykjavik and 10 other destinations again. Full program on our website:",,29,33,125,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1267103079331180544,"May 31, 2020",Today is,https://twitter.com/SAS/status/1267103079331180544/photo/1,20,51,245,#InternationalFlightAttendantDay
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1265870414598803472,"May 28, 2020","We’re very proud to be ranked the most sustainable airline brand in Sweden, Norway and Denmark in the Sustainable Brand Index survey 2020.  We are very happy with this recognition, and we aspire to defend our position in the years to come.",https://twitter.com/SAS/status/1265870414598803472/photo/1,17,14,102,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1265611185610731522,"May 27, 2020",Several countries are starting to ease their travel restrictions. This means that from June onwards we will service a number of domestic routes and more destinations within the Scandinavian countries.,https://t.co/VEw1p5HSIQ,34,25,120,
https://twitter.com/SAS,·,https://twitter.com/SAS/status/1262809988583612416,"May 19, 2020",", landed at",https://twitter.com/bwsglobal,. The aircraft carried 14 tons of face masks for the medical staff in,.,16,@bwsglobal
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1262810031151632384,"May 19, 2020",,,5,12,,#flysas
https://twitter.com/SAS,·,https://twitter.com/SAS/status/1256539165799469058,"May 2, 2020","are working hard during these critical times, and here’s a few snapshots from the latest cargo only flight, filled with Scandinavian exports on its way to Shanghai, and with protective face masks for our hard-working medical staff on the way home.",https://twitter.com/SAS_Cargo,,,6,@SAS_Cargo
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1256539694571163648,"May 2, 2020",,,2,3,16,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1255779363230015488,"Apr 30, 2020","For more than 70 years, we have weathered many storms and shared countless happy memories with Scandinavia and its people. And through every single trial encountered, not one has passed without the love and support from you - our travelers.",https://twitter.com/SAS/status/1255779363230015488/photo/1,11,22,168,#flysas
https://twitter.com/SAS,·,https://twitter.com/SAS/status/1254394646815543296,"Apr 26, 2020",". We want to take the opportunity to praise not just our great pilots, but all of our fantastic staff across the world. Thank you, you guys are awesome!",https://twitter.com/hashtag/WorldPilotsDay?src=hashtag_click,,,8,#WorldPilotsDay
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1254394715484585984,"Apr 26, 2020",,,3,1,10,#flysas
https://twitter.com/SAS,·,https://twitter.com/SAS/status/1253714440987578368,"Apr 24, 2020",Link:,https://t.co/aEnDHDsdWS,sas.travel,,4,
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1253714562672664581,"Apr 24, 2020",,,1,4,,#flysas
https://twitter.com/SAS,·,https://twitter.com/SAS/status/1253017509927833609,"Apr 22, 2020",(1/2),,,,27,
https://twitter.com/SAS,·,https://twitter.com/SAS/status/1253018030411526145,"Apr 22, 2020",(2/2),https://t.co/jshc3PTBVO,https://,,1,sas.travel/share/c6zB
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1253018077282930689,"Apr 22, 2020",,,1,8,,#flysas
https://twitter.com/SAS,·,https://twitter.com/SAS/status/1252596643104514049,"Apr 21, 2020",to be used at,https://twitter.com/Wstiftelserna,and,.,2,@wstiftelserna
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1252596695260594177,"Apr 21, 2020",,,8,,,#flysas
https://twitter.com/SAS,·,https://twitter.com/SAS/status/1252246738934673408,"Apr 20, 2020",,https://twitter.com/SAS/status/1252246738934673408/photo/1,,,7,
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1252246788725248000,"Apr 20, 2020",,,1,1,14,#flysas
https://twitter.com/flightradar24,@flightradar24,https://twitter.com/flightradar24/status/1251242502155309058,"Apr 18, 2020",This time,https://twitter.com/flightradar24/status/1251242502155309058/photo/1,2,22,197,
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1248563967720673280,"Apr 10, 2020",At the request of,https://twitter.com/SAS/status/1248563967720673280/photo/1,3,23,214,#flysas
https://twitter.com/flightradar24,@flightradar24,https://twitter.com/flightradar24/status/1248072283148689410,"Apr 9, 2020",Two,https://twitter.com/flightradar24/status/1248072283148689410/photo/1,3,42,313,#SK7030
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1247948410822569984,"Apr 8, 2020","We are very proud to have this emergency team onboard as they travel to Bergamo, Italy to provide medical support during the current crisis",,6,40,251,
https://twitter.com/SAS,·,https://twitter.com/SAS/status/1247536469373140995,"Apr 7, 2020",/,https://twitter.com/Utrikesdep,", we are now sending an extra flight to Lima. Ingegerd Viking has arrived in Lima, and in a few hours the aircraft will return to Stockholm, with around 210 travelers onboard.",,7,@Utrikesdep
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1247536533743095816,"Apr 7, 2020",,,1,3,20,#flysas
https://twitter.com/SAS,·,https://twitter.com/SAS/status/1247179653929975810,"Apr 6, 2020",We proudly announce our initiative to connect SAS cabin crew in Norway with the emerging needs within the healthcare sector during the corona crisis.,,,,7,
https://twitter.com/SAS,·,https://twitter.com/SAS/status/1247179711454863360,"Apr 6, 2020",and,https://twitter.com/hashtag/ISCOGroup?src=hashtag_click,who have worked tirelessly together with us to make this initiative possible.,,3,#ISCOGroup
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1247179797152903168,"Apr 6, 2020",,,2,11,,#flysas
https://twitter.com/SAS,·,https://twitter.com/SAS/status/1245795417637486592,"Apr 3, 2020",,,,,5,
https://twitter.com/SAS,·,https://twitter.com/SAS/status/1245795578530934784,"Apr 3, 2020",,https://twitter.com/hashtag/flysas?src=hashtag_click,,,2,#flysas
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1245795635196039168,"Apr 3, 2020",Thanks to Ruben Campana Hoe Christensen for the picture.,,4,1,20,
https://twitter.com/SAS,·,https://twitter.com/SAS/status/1245643218798039041,"Apr 2, 2020",,,,,2,
https://twitter.com/SAS,@SAS,https://twitter.com/SAS/status/1245643383034359810,"Apr 2, 2020",,https://twitter.com/hashtag/AviationMatters?src=hashtag_click,1,1,9,#flysas
https://twitter.com/SAS,·,https://twitter.com/SAS/status/1243593394217156609,"Mar 27, 2020",", a leading provider of care in the Nordics.

Even if our airplanes can’t operate as we had wished, our competent people can. We’re excited to follow them on their journey to make an impact.",https://twitter.com/Ambea_,,,10,@Ambea_
