userId_url,css-4rbku5 href 2,UserId,username,Tweet_Url,Date-Time,tweet1,tweet2,r-4qtqp9 src 2,retweets,Comments,Retweets,Likes,css-4krbku5csd,Impressions,css-4rbku5 href 6,css-4rbku5 2,css-4rbku5 3,css-4rbku5 href 7,css-4rbku5 4,css-4rbku5 href 8,css-4rbku5 5,css-4rbku5 href 9,css-4rbku5 href 10,css-4rbku5 6,r-1p0dtai src,css-4rbku5 7,css-4rbku5 href 11,css-4rbku5 href 12,css-4rbku5 href 13,Tweets
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1707705543702589452,Sep 29,Think this definitely is a,% score. What do you guys think?,https://abs-0.twimg.com/emoji/v2/svg/1f914.svg,1.1K,4K,60K,3.3M,Quote,PUMA Cricket,https://twitter.com/hashtag/PUMADive?src=hashtag_click,#PUMADive,#ad,https://twitter.com/hashtag/ad?src=hashtag_click,,,,,,,,,,https://twitter.com/imVkohli/status/1707705543702589452/photo/1,,Think this definitely is a% score. What do you guys think?
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1708446377599246744,Oct 1,Get double the excitement with,". A new Lively Lychee flavor and an awesome promo to go with it.

Win Gear, match tickets, a chance to meet me and an assured free subscription to my One8 fitness app. 

Use VK10 for 10% off @",,740,1.7K,23K,1.6M,http://,0:03 / 0:31,https://twitter.com/hashtag/OceanDrinks?src=hashtag_click,#OceanDrinks,#ad,https://twitter.com/hashtag/ad?src=hashtag_click,,,@oceanbeverages,https://twitter.com/OceanBeverages,,,blob:https://twitter.com/49502d06-da08-4f93-8845-fc1d668d63da,oceanbeverages.in,https://t.co/KjIujxo0vH,,,"Get double the excitement with. A new Lively Lychee flavor and an awesome promo to go with it.

Win Gear, match tickets, a chance to meet me and an assured free subscription to my One8 fitness app. 

Use VK10 for 10% off @"
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1708346001273315593,Oct 1,.,has launched the Lively Lychee flavour in a cool,,"edition. Packed with electrolytes & B vitamins, it offers ‘Hydrate. Scan. Win.’ promo. Win Gear, match tickets or a chance to meet me. Use VK10 for 10% off @",http://,0:36,799,1.9K,28K,https://twitter.com/hashtag/CheerforIndia?src=hashtag_click,@oceanbeverages,#CheerforIndia,https://t.co/KjIujxo0vH,oceanbeverages.in,https://twitter.com/hashtag/OceanDrinks?src=hashtag_click,#OceanDrinks,https://twitter.com/hashtag/ad?src=hashtag_click,https://twitter.com/imVkohli/status/1708346001273315593/analytics,#ad,blob:https://twitter.com/3506e944-4489-47be-9b5d-f7033d8f927a,,,,,.has launched the Lively Lychee flavour in a cool
https://twitter.com/RoqTechnology,https://twitter.com/RoqTechnology,@RoqTechnology,Ad,https://www.roq.dev/baas?a=baas&c=your_firebase_alternative&i=old_new&g=ww&twclid=21ffohh2g2qn3ge000jzau6fz9,,"ROQ is your Firebase Alternative for B2B SaaS apps.

You get a graphical UI for effortless access management, taking into account organizations, user roles, and database entities. It's not just an alternative to Firebase – it's a complete upgrade for B2B SaaS apps.",Slide 1 of 2 - Carousel,,2,5,36,20K,,,https://www.roq.dev/baas?a=baas&c=your_firebase_alternative&i=old_new&g=ww&twclid=21ffohh2g2qn3ge000jzau6fz9,,,,,,,,,,,,,,,"ROQ is your Firebase Alternative for B2B SaaS apps.

You get a graphical UI for effortless access management, taking into account organizations, user roles, and database entities. It's not just an alternative to Firebase – it's a complete upgrade for B2B SaaS apps.Slide 1 of 2 - Carousel"
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1706898505560981624,Sep 27,History-makers,,https://abs-0.twimg.com/emoji/v2/svg/1f947.svg,1.9K,11K,197K,3.7M,,,,,,,,,,,,,,,,https://twitter.com/imVkohli/status/1706898505560981624/photo/1,,History-makers
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1706171674390155372,Sep 25,"Recreated one of my favorite memories with vivo V29 Series. 
Participate in","contest and stand a chance to win exciting prizes.
Upload the pic, tag",,944,3.2K,50K,2.1M,,,https://twitter.com/hashtag/RecreateMasterpiece?src=hashtag_click,#RecreateMasterpiece,#RecreateMasterpiece,https://twitter.com/hashtag/RecreateMasterpiece?src=hashtag_click,#vivoV29Series,https://twitter.com/hashtag/vivoV29Series?src=hashtag_click,@vivo_India,https://twitter.com/Vivo_India,https://twitter.com/hashtag/TheMasterpiece?src=hashtag_click,#TheMasterpiece,blob:https://twitter.com/f8ca7433-8b00-48e8-86f8-0a9d68c1b934,,,https://twitter.com/hashtag/Ad?src=hashtag_click,https://twitter.com/hashtag/ThePortraitMasterpiece?src=hashtag_click,"Recreated one of my favorite memories with vivo V29 Series. 
Participate incontest and stand a chance to win exciting prizes.
Upload the pic, tag"
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1708346001273315593,Oct 1,.,has launched the Lively Lychee flavour in a cool,,"edition. Packed with electrolytes & B vitamins, it offers ‘Hydrate. Scan. Win.’ promo. Win Gear, match tickets or a chance to meet me. Use VK10 for 10% off @",http://,0:03 / 0:39,799,1.9K,28K,https://twitter.com/hashtag/CheerforIndia?src=hashtag_click,@oceanbeverages,#CheerforIndia,https://t.co/KjIujxo0vH,oceanbeverages.in,https://twitter.com/hashtag/OceanDrinks?src=hashtag_click,#OceanDrinks,https://twitter.com/hashtag/ad?src=hashtag_click,https://twitter.com/imVkohli/status/1708346001273315593/analytics,#ad,blob:https://twitter.com/3506e944-4489-47be-9b5d-f7033d8f927a,,,,,.has launched the Lively Lychee flavour in a cool
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1704406809593942063,Sep 20,"I am thrilled to announce that one8 Commune is now coming to Gurgaon, and you're invited to be part of this incredible journey!

Join us in the spirit of communing from Sept 23 as we can't wait to share the love with you all!",,,1.5K,4.1K,69K,2.9M,,,https://twitter.com/hashtag/ad?src=hashtag_click,#ad,#one8commune,https://twitter.com/hashtag/one8commune?src=hashtag_click,,,@one8world,https://twitter.com/one8world,,,blob:https://twitter.com/eebb28c1-972a-49b4-b3ba-e68502a8b277,,,,,"I am thrilled to announce that one8 Commune is now coming to Gurgaon, and you're invited to be part of this incredible journey!

Join us in the spirit of communing from Sept 23 as we can't wait to share the love with you all!"
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1706171674390155372,Sep 25,"Recreated one of my favorite memories with vivo V29 Series. 
Participate in","contest and stand a chance to win exciting prizes.
Upload the pic, tag",,944,3.2K,50K,2.1M,,0:01 / 0:15,https://twitter.com/hashtag/RecreateMasterpiece?src=hashtag_click,#RecreateMasterpiece,#RecreateMasterpiece,https://twitter.com/hashtag/RecreateMasterpiece?src=hashtag_click,#vivoV29Series,https://twitter.com/hashtag/vivoV29Series?src=hashtag_click,@vivo_India,https://twitter.com/Vivo_India,https://twitter.com/hashtag/TheMasterpiece?src=hashtag_click,#TheMasterpiece,blob:https://twitter.com/f8ca7433-8b00-48e8-86f8-0a9d68c1b934,,,https://twitter.com/hashtag/Ad?src=hashtag_click,https://twitter.com/hashtag/ThePortraitMasterpiece?src=hashtag_click,"Recreated one of my favorite memories with vivo V29 Series. 
Participate incontest and stand a chance to win exciting prizes.
Upload the pic, tag"
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1704406809593942063,Sep 20,"I am thrilled to announce that one8 Commune is now coming to Gurgaon, and you're invited to be part of this incredible journey!

Join us in the spirit of communing from Sept 23 as we can't wait to share the love with you all!",,,1.5K,4.1K,69K,2.9M,,0:33,https://twitter.com/hashtag/ad?src=hashtag_click,#ad,#one8commune,https://twitter.com/hashtag/one8commune?src=hashtag_click,,,@one8world,https://twitter.com/one8world,,,blob:https://twitter.com/eebb28c1-972a-49b4-b3ba-e68502a8b277,,,,,"I am thrilled to announce that one8 Commune is now coming to Gurgaon, and you're invited to be part of this incredible journey!

Join us in the spirit of communing from Sept 23 as we can't wait to share the love with you all!"
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1701833916842463413,Sep 13,"Hurry, it's your chance to prove that you're an","like me!

Share your favourite MRF experience with",,1.1K,2.2K,35K,1.6M,https://,,https://twitter.com/hashtag/MRFSuperFan?src=hashtag_click,#MRFSuperFan,#MRFSuperFan,https://twitter.com/hashtag/MRFSuperFan?src=hashtag_click,#MRFSuperFan,https://twitter.com/hashtag/MRFSuperFan?src=hashtag_click,@MRFWorldwide,https://twitter.com/MRFWorldwide,https://twitter.com/hashtag/ad?src=hashtag_click,#ad,blob:https://twitter.com/3e08bef0-4e59-4564-8ff7-3ce3511c0b71,mrftyres.com/mrf-super-fan,https://t.co/vfW14g2lao,,,"Hurry, it's your chance to prove that you're anlike me!

Share your favourite MRF experience with"
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1700011077659169081,Sep 8,"Your wardrobe can be your canvas too. Own it.

Get the Wrogn AW’23 looks here",,,1K,2.6K,45K,1.6M,https://,,https://twitter.com/hashtag/StayWrogn?src=hashtag_click,#StayWrogn,#StayMad,https://twitter.com/hashtag/StayMad?src=hashtag_click,#ad,https://twitter.com/hashtag/ad?src=hashtag_click,@StayWrogn,https://twitter.com/StayWrogn,https://twitter.com/imVkohli/status/1700011077659169081/photo/1,,,bit.ly/3Pb2fz0,https://t.co/rAMYEPO2fe,https://twitter.com/imVkohli/status/1700011077659169081/photo/2,https://twitter.com/imVkohli/status/1700011077659169081/photo/3,"Your wardrobe can be your canvas too. Own it.

Get the Wrogn AW’23 looks here"
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1699648695405514988,Sep 7,"Being a hero is one part of the journey, but staying a hero is all about consistency. One needs to be strong inside as well as outside.

WELLMAN - daily nutritional support for strong men – Try it Today!",,,546,1.6K,24K,1.2M,,,https://twitter.com/hashtag/stayhero?src=hashtag_click,#stayhero,#Vitabioticsin,https://twitter.com/hashtag/Vitabioticsin?src=hashtag_click,#Wellmanin,https://twitter.com/hashtag/Wellmanin?src=hashtag_click,@Wellmanin1,https://twitter.com/Wellmanin1,https://twitter.com/hashtag/UKsNo1MensSupplement?src=hashtag_click,#UKsNo1MensSupplement,blob:https://twitter.com/19456603-ba68-4a15-b334-0798a7b76075,,,,https://twitter.com/hashtag/ad?src=hashtag_click,"Being a hero is one part of the journey, but staying a hero is all about consistency. One needs to be strong inside as well as outside.

WELLMAN - daily nutritional support for strong men – Try it Today!"
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1704406809593942063,Sep 20,"I am thrilled to announce that one8 Commune is now coming to Gurgaon, and you're invited to be part of this incredible journey!

Join us in the spirit of communing from Sept 23 as we can't wait to share the love with you all!",,,1.5K,4.1K,69K,2.9M,,0:03 / 0:35,https://twitter.com/hashtag/ad?src=hashtag_click,#ad,#one8commune,https://twitter.com/hashtag/one8commune?src=hashtag_click,,,@one8world,https://twitter.com/one8world,,,blob:https://twitter.com/eebb28c1-972a-49b4-b3ba-e68502a8b277,,,,,"I am thrilled to announce that one8 Commune is now coming to Gurgaon, and you're invited to be part of this incredible journey!

Join us in the spirit of communing from Sept 23 as we can't wait to share the love with you all!"
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1701833916842463413,Sep 13,"Hurry, it's your chance to prove that you're an","like me!

Share your favourite MRF experience with",,1.1K,2.2K,35K,1.6M,https://,0:25,https://twitter.com/hashtag/MRFSuperFan?src=hashtag_click,#MRFSuperFan,#MRFSuperFan,https://twitter.com/hashtag/MRFSuperFan?src=hashtag_click,#MRFSuperFan,https://twitter.com/hashtag/MRFSuperFan?src=hashtag_click,@MRFWorldwide,https://twitter.com/MRFWorldwide,https://twitter.com/hashtag/ad?src=hashtag_click,#ad,blob:https://twitter.com/3e08bef0-4e59-4564-8ff7-3ce3511c0b71,mrftyres.com/mrf-super-fan,https://t.co/vfW14g2lao,,,"Hurry, it's your chance to prove that you're anlike me!

Share your favourite MRF experience with"
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1699648695405514988,Sep 7,"Being a hero is one part of the journey, but staying a hero is all about consistency. One needs to be strong inside as well as outside.

WELLMAN - daily nutritional support for strong men – Try it Today!",,,546,1.6K,24K,1.2M,,0:49,https://twitter.com/hashtag/stayhero?src=hashtag_click,#stayhero,#Vitabioticsin,https://twitter.com/hashtag/Vitabioticsin?src=hashtag_click,#Wellmanin,https://twitter.com/hashtag/Wellmanin?src=hashtag_click,@Wellmanin1,https://twitter.com/Wellmanin1,https://twitter.com/hashtag/UKsNo1MensSupplement?src=hashtag_click,#UKsNo1MensSupplement,blob:https://twitter.com/19456603-ba68-4a15-b334-0798a7b76075,,,,https://twitter.com/hashtag/ad?src=hashtag_click,"Being a hero is one part of the journey, but staying a hero is all about consistency. One needs to be strong inside as well as outside.

WELLMAN - daily nutritional support for strong men – Try it Today!"
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1698923916197298411,Sep 5,I'm travelling for most of the year. My car back home doesn't get to go for long drives as much. So,"'s car insurance with the PAYD addon sounds perfect for me! If you drive less, this could be perfect for you too!

Btw, loved turning into a bobblehead ;-)",,577,1.7K,26K,1.3M,,,https://twitter.com/hashtag/Ad?src=hashtag_click,#Ad,,,,,@heydigit,https://twitter.com/heydigit,,,blob:https://twitter.com/e8d2d329-078a-4493-bb8a-99bff9ea25d9,,,,,"I'm travelling for most of the year. My car back home doesn't get to go for long drives as much. So's car insurance with the PAYD addon sounds perfect for me! If you drive less, this could be perfect for you too!

Btw, loved turning into a bobblehead ;-)"
https://twitter.com/SPL_EN,https://twitter.com/SPL_EN,@SPL_EN,Ad,https://en.fantasy.spl.com.sa/?twclid=2gorixh97tih9l4bsr6zfkbr3,#yallaRSL,Register NOW to play the brand new RSL Fantasy!,spl.com.sa,https://abs-0.twimg.com/emoji/v2/svg/1f4af.svg,2,14,210,570K,Play against your friends and see who wins,,https://twitter.com/hashtag/yallaRSL?src=hashtag_click,,,,,,,,,,,,,,,Register NOW to play the brand new RSL Fantasy!spl.com.sa
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1697158700946071991,Aug 31,"Unlimited savings with HSBC Cashback Credit Card!
Live",Apply now:,,670,1.5K,24K,1.8M,http://,,https://twitter.com/hashtag/UnlimitedEveryday?src=hashtag_click,#UnlimitedEveryday,#Unlimited,https://twitter.com/hashtag/Unlimited?src=hashtag_click,#HSBCCreditCards,https://twitter.com/hashtag/HSBCCreditCards?src=hashtag_click,@HSBC_IN,https://twitter.com/HSBC_IN,https://twitter.com/hashtag/Cashback?src=hashtag_click,#Cashback,blob:https://twitter.com/fd09dfd0-7be3-4e60-870c-efd20fcaaf82,grp.hsbc/vkcbcc,https://t.co/UMtmvy7kuZ,,https://twitter.com/hashtag/ad?src=hashtag_click,"Unlimited savings with HSBC Cashback Credit Card!
LiveApply now:"
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1696387199044813229,Aug 29,Finally found someone who believes that great health starts with great sleep,,https://abs-0.twimg.com/emoji/v2/svg/2601.svg,502,1.5K,23K,1.4M,http://,,https://twitter.com/hashtag/ad?src=hashtag_click,#ad,,,,,@Duroflex_world,https://twitter.com/Duroflex_world,,,blob:https://twitter.com/54914477-2482-4b63-a8c9-99d31e351a1a,duroflexworld.com,https://t.co/jdzAIS79mc,,,Finally found someone who believes that great health starts with great sleep
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1695298776821325986,Aug 26,Do your best with the O’cean Energy Drink Sustainable Edition in partnership with,". The drink gives you long-lasting energy, while the cans contain at least 70% recycled aluminum and can be recycled forever. Grab it @ Rs.65",,516,1.5K,22K,1.9M,http://,,https://twitter.com/hashtag/ad?src=hashtag_click,#ad,,,,,@BallCorpHQ,https://twitter.com/BallCorpHQ,,,blob:https://twitter.com/20dcf60d-1b46-4036-b7ee-bc9e30f6feab,oceanbeverages.in,https://t.co/2JMvdR8rex,,,"Do your best with the O’cean Energy Drink Sustainable Edition in partnership with. The drink gives you long-lasting energy, while the cans contain at least 70% recycled aluminum and can be recycled forever. Grab it @ Rs.65"
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1697158700946071991,Aug 31,"Unlimited savings with HSBC Cashback Credit Card!
Live",Apply now:,,670,1.5K,24K,1.8M,http://,0:01 / 0:24,https://twitter.com/hashtag/UnlimitedEveryday?src=hashtag_click,#UnlimitedEveryday,#Unlimited,https://twitter.com/hashtag/Unlimited?src=hashtag_click,#HSBCCreditCards,https://twitter.com/hashtag/HSBCCreditCards?src=hashtag_click,@HSBC_IN,https://twitter.com/HSBC_IN,https://twitter.com/hashtag/Cashback?src=hashtag_click,#Cashback,blob:https://twitter.com/fd09dfd0-7be3-4e60-870c-efd20fcaaf82,grp.hsbc/vkcbcc,https://t.co/UMtmvy7kuZ,,https://twitter.com/hashtag/ad?src=hashtag_click,"Unlimited savings with HSBC Cashback Credit Card!
LiveApply now:"
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1696387199044813229,Aug 29,Finally found someone who believes that great health starts with great sleep,,https://abs-0.twimg.com/emoji/v2/svg/2601.svg,502,1.5K,23K,1.4M,http://,0:00 / 0:30,https://twitter.com/hashtag/ad?src=hashtag_click,#ad,,,,,@Duroflex_world,https://twitter.com/Duroflex_world,,,blob:https://twitter.com/54914477-2482-4b63-a8c9-99d31e351a1a,duroflexworld.com,https://t.co/jdzAIS79mc,,,Finally found someone who believes that great health starts with great sleep
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1694339035496607772,Aug 23,Many congratulations to the,team. You have made the nation proud,,2.5K,21K,211K,4.7M,,,https://twitter.com/hashtag/Chandrayaan3?src=hashtag_click,#Chandrayaan3,,,,,,,,,,,,,,Many congratulations to theteam. You have made the nation proud
https://twitter.com/imVkohli,https://twitter.com/imVkohli,@imVkohli,·,https://twitter.com/imVkohli/status/1693880388631011356,Aug 22,Two PUMAs on the prowl,,https://abs-0.twimg.com/emoji/v2/svg/1f3c3-1f3fb-200d-2640-fe0f.svg,862,3.6K,54K,1.8M,http://,,https://twitter.com/hashtag/FueledByNITRO?src=hashtag_click,#FueledByNITRO,#ad,https://twitter.com/hashtag/ad?src=hashtag_click,,https://twitter.com/imVkohli/status/1693880388631011356/photo/1,@PUMA,https://twitter.com/PUMA,https://twitter.com/imVkohli/status/1693880388631011356/photo/2,,,PUMA.com,https://t.co/FM9TKxvRlB,https://twitter.com/imVkohli/status/1693880388631011356/photo/3,https://twitter.com/imVkohli/status/1693880388631011356/photo/4,Two PUMAs on the prowl
