css-4rbku5 href,UserId,Tweet_Url,Date,Tweets,Comments,Retweets,Likes,Impressions,css-4rbku5 3,css-4rbku5 4,css-4rbku5 5,css-4rbku5 6
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1720783582246089039,Nov 4,Plan a trip to the rolling hills of,4,17,,5.5K,#Coorg,#flights,#IRCTC,#Air
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1720695399848038879,Nov 4,Celebrate a bright and lively,2,6,28,6.6K,#Diwali,#DekhoApnaDesh,#Travel,#Booking
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1720505852568989858,Nov 3,"Witness the grandeur of one of the largest cattle fairs in Pushkar. 

Book your tickets now on",2,1,13,6.1K,#TyoharonKaDes,#PushkarFair,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1720428307727183879,Nov 3,Escape the touch of winter amidst the exotic tropical islands with Amazing Andaman Ex,1,3,18,5.8K,#Delhi,#DekhoApnaDesh,#Travel,#Andaman
https://twitter.com/GoldenChariotIR,@GoldenChariotIR,https://twitter.com/GoldenChariotIR/status/1720404025261338833,Nov 3,It's time to,1,6,12,3.6K,#TravelBig,#GoldenChariot,#TravelIndia,#ExploreKarnataka
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1720398556669051055,Nov 3,"Get the most out of the festive season with amazing discounts on select hotels on the IRCTC portal.

Go to",1,12,,3.2K,#DekhoApnaDesh,#traveler,#hotel,#BOOKINGS
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1720063945967649165,Nov 2,"If you were a tourist destination, who would you be?

Pick your match and share in the comments!",4,2,27,6.6K,#DekhoApnaDesh,#Travel,#Rajasthan,#Sikkim
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1720053496874164477,Nov 2,"Planning trips during the festive season? Book hotel rooms in advance on the IRCTC portal and beat the seasonal rush.

Visit",3,11,,4.3K,#BookNowCelebrateBetter,#DekhoApnaDesh,#Travel,#hotel
https://twitter.com/eCateringIRCTC,@eCateringIRCTC,https://twitter.com/eCateringIRCTC/status/1720040868923818179,Nov 2,If you had to choose one,2,4,10,3.3K,#ICCWorldCup,#FoodOnTrack,#trainfood,#foodintrain
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1720029069679702307,Nov 2,"Feast your eyes upon the bustling cities of the Sparkling Thailand Ex Lucknow (NLO08A) starting on 08.12.2023.

Book now on",1,6,,3.2K,#traveling,#Thailand,#BOOKINGS,#Lucknow
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1719985324192125324,Nov 2,"PIDPI - Public Interest Disclosure and Protection of Informer Resolution, 2004. It is a powerful tool that protects the whistleblower's.

This",1,4,14,3.3K,#VigilanceAwarenessWeek2023,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1719963456806490503,Nov 2,"Receive efficient pain treatment with the Lotus Pain Management Package (SCBSW04).

Available daily from Raipur.

Book now on",1,6,,3.6K,#DekhoApnaDesh,#Travel,#therapy,#Chattisgarh
https://twitter.com/IRCTCofficial,·,https://twitter.com/IRCTCofficial/status/1719772223345705292,Nov 1,Ministry of Railways,1,1,4.7K,16,#VigilanceAwarenessWeek,#vigilanceawarenessweek2023,#vigilance,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1719772244749238459,Nov 1,,1,8,,2.3K,,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1719771184689234238,Nov 1,"Under the directive of CVC, IRCTC/North Zone, New Delhi is observing Vigilance Awareness Week from 30.10.2023 to 05.11.2023.Throughout the week, various activities are proposed to be organised, which started from taking pledge on 30.10.2023.Theme of this year is ""Say no to…",2,17,,4.5K,,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1719701164290380190,Nov 1,"It's a battle of beaches!

Tell us, which one would you choose: Black Beach or Pink Beach?

Book the Bali tour Package at",2,3,11,4.1K,#Bali,#beach,#beachlife,#Travel
https://twitter.com/IR_BharatGaurav,@IR_BharatGaurav,https://twitter.com/IR_BharatGaurav/status/1719667952201662683,Nov 1,"Let your soul be cleansed on the Sapta(07) Jyotirlinga Darshan Yatra With Statue Of Unity (SCZBG16) starting on 18.11.2023 from Vijayawada.

Book now on",2,4,8,4.6K,#BharatGaurav,#Travel,#Tour,#Booking
https://twitter.com/buddhistrain,@buddhistrain,https://twitter.com/buddhistrain/status/1719645819366998114,Nov 1,Learn about the global influence of,1,4,10,2.2K,#Buddhism,#BuddhistHistory,#BuddhistCircuitTouristTrain,#TravelIndia
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1719375230827651411,Oct 31,Set off on an adventure to the mesmerising cities of,4,2,9,3.8K,#Dubai,#AbuDhabi,#Mumbai,#Travel
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1719352843432546477,Oct 31,"Add a touch of luxury to your vacation with luxurious hotels on the IRCTC portal.

Book hotel rooms on",4,20,,3.1K,#DekhoApnaDesh,#Hotel,#Travel,#BOOKINGS
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1719338569922421094,Oct 31,"Let's play a guessing game!

Can you name the country with these missing letters?

Test your geography skills!",97,4,69,48K,#DekhoApnaDesh,#Travel,#Guess,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1719313965862490603,Oct 31,"Cleanse your mind and spirit at the temples of Shirdi and Shani Shingnapur on the Shirdi with Shani Shingnapur Ex Mumbai (WMR174) tour scheduled every Thursday, Friday & Saturday.

Book now on",1,5,,2.5K,#DekhoApnaDesh,#Travel,#shirdi,#BOOKINGS
https://twitter.com/IR_BharatGaurav,@IR_BharatGaurav,https://twitter.com/IR_BharatGaurav/status/1719290967784874114,Oct 31,"The Dakshin Bharat Yatra by Bharat Gaurav Tourist Train (EZBG08) begins on 11.12.2023 from Malda Town.

Book now on",3,11,,2.3K,#DekhoApnaDesh,#Travel,#BharatGaurav,#TamilNadu
https://twitter.com/IR_BharatGaurav,@IR_BharatGaurav,https://twitter.com/IR_BharatGaurav/status/1719262063250538822,Oct 31,"Visit the holy sites of Baidyanath, Gaya, Puri, Konark, Gangasagar, Kolkata, Varanasi & Ayodhya on the Kolkata Gangasagar Puri Yatra (NZBG26) starting on 04.12.23 from Agra Cantt.

Book now on",3,11,,2.2K,#DekhoApnaDesh,#Travel,#BharatGaurav,#BOOKINGS
https://twitter.com/IR_BharatGaurav,@IR_BharatGaurav,https://twitter.com/IR_BharatGaurav/status/1719204578934006007,Oct 31,"Are you ready for an impactful spiritual experience on the Bharat Gaurav-North Western Delight With Vaishnodevi (SZBG10) tour?

Book now on",1,3,11,1.6K,#BharatGaurav,#Travel,#BOOKINGS,#Gujarat
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1719298740987801703,Oct 31,"Join us on an exploration of the wonders of the Magnificent Madhya Pradesh (SHA32).

Tour departs on 28.11.2023 from Hyderabad.

Book now on",5,22,,4K,#DekhoApnaDesh,#Travel,#MadhyaPradesh,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1719283127934415328,Oct 31,"Want to hit the beaches for the last time before winter sets in?

Here are some Indian beaches you should go to.

Book",1,3,14,2.6K,#flights,#IRCTC,#Air,#AirTravel
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1719274397213884688,Oct 31,"It's time to lose yourself in the picture-perfect valleys of Jannat-e-Kashmir Ex Indore (WBA041A). The tour starts on 18th January 2024.

Book now on",2,13,,2.4K,#DekhoApnaDesh,#Travel,#Kashmir,#BOOKINGS
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1719037600760050057,Oct 30,"Embark on your journey to physical well-being with the Lotus Weight Loss Package-9 Nights (SCBSW05). 

Available daily from Raipur. 

Book now on",1,17,,3.3K,#DekhoApnaDesh,#Travel,#therapy,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1719023250049736981,Oct 30,Celebrate the auspicious occasion of,2,8,,3.1K,#KarwaChauth,#DekhoApnaDesh,#Travel,#Booking
https://twitter.com/IR_BharatGaurav,@IR_BharatGaurav,https://twitter.com/IR_BharatGaurav/status/1718981985505558913,Oct 30,"Spend thirteen days on cultural exploration with the Bharat Gaurav-North Western Delight With Vaishnodevi (SZBG10) tour starting on 19.11.2023 from Kochuveli.

Book now on",1,3,10,2.3K,,,,
https://twitter.com/Maharajas_Exp,@Maharajas_Exp,https://twitter.com/Maharajas_Exp/status/1718976737235923221,Oct 30,Dining in the elegant Mayur Mahal as Maharajas' Express takes you through breathtaking landscapes is the finest way to experience,1,13,,4.9K,#SundaySerenity,#DekhoApnaDesh,#IRCTC,#Travel
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718974214315880530,Oct 30,"Think blue and fill in the crossword!

Also, tell us how many of these beautiful places have you visited?",6,1,15,6.8K,#DekhoApnaDesh,#Travel,#Destination,
https://twitter.com/IR_BharatGaurav,@IR_BharatGaurav,https://twitter.com/IR_BharatGaurav/status/1718971643522134502,Oct 30,"Prepare to be mesmerised by the divine ambiance of ancient Hindu temples on the Dakshin Bharat Yatra by Bharat Gaurav Tourist Train (EZBG08) starting on 11.12.2023 from Malda Town.

Book now on",2,6,,1.9K,,,,
https://twitter.com/eCateringIRCTC,@eCateringIRCTC,https://twitter.com/eCateringIRCTC/status/1718970064609890355,Oct 30,To order dishes that make you go waaaow,1,2,8,3K,#FoodOnTrack,#trainfood,#foodintrain,
https://twitter.com/GoldenChariotIR,@GoldenChariotIR,https://twitter.com/GoldenChariotIR/status/1718962787983257829,Oct 30,Witness the hidden gems of,1,4,9,2.1K,#SouthIndia,#TravelInIndia,#GoldenChariot,#TravelIndia
https://twitter.com/buddhistrain,@buddhistrain,https://twitter.com/buddhistrain/status/1718948216933372149,Oct 30,"Let go of the earthly woes that trouble you at Matha Kuar Shrine and feel your soul soar. 

Click on",1,4,12,2.1K,#BuddhasFootprint,#TravelIndia,#BuddhistExperience,#SpiritualTravel
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718948841612046805,Oct 30,"Rejuvenate your soul amidst the holy sites of Shirdi and Aurangabad on the Shirdi with Aurangabad Ex Mumbai (WMR173) tour starting every Thursday, Friday & Saturday.

Book now on",1,14,,3.4K,#DekhoApnaDesh,#Travel,#BOOKINGS,#Aurangabad
https://twitter.com/buddhistrain,@buddhistrain,https://twitter.com/buddhistrain/status/1718948216933372149,Oct 30,"Let go of the earthly woes that trouble you at Matha Kuar Shrine and feel your soul soar. 

Click on",1,4,12,2.1K,#BuddhasFootprint,#TravelIndia,#BuddhistExperience,#SpiritualTravel
https://twitter.com/GoldenChariotIR,@GoldenChariotIR,https://twitter.com/GoldenChariotIR/status/1718913436695106046,Oct 30,"Take a brief but unforgettable vacation in South India with the Glimpses of Karnataka tour package. 

Visit",1,5,25,6.9K,#TravelDetails,#TravelKarnataka,#DiscoverSouthIndia,#CulturalHeritage
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718936982309740801,Oct 30,"Feel like your travel plans may change later?

Select hotels on the IRCTC portal offer free cancellation with terms and conditions.

Go to",6,,,2.1K,#DekhoApnaDesh,#Travel,#BOOKINGS,#hotel
https://twitter.com/buddhistrain,@buddhistrain,https://twitter.com/buddhistrain/status/1718613527848739051,Oct 29,Prepare for the,1,2,7,2.4K,#BuddhistCircuitTouristTrain,#BuddhasFootprint,#BuddhistPilgrimage,#TravelIndia
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718580458425102837,Oct 29,Join us as we celebrate the arrival of 8500 Kalash filled with the soil and rice collected from homes across India through,1,14,,3.1K,#AmritKalashYatra,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718580263314493880,Oct 29,देश के हर घर से जुटाई गई मिट्टी और चावल के अमृत कलश,1,2,11,3K,#AmritKalashYatra,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718580116056653920,Oct 29,"स्वागत करें,",2,7,,2.6K,#AmritKalashYatra,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718578205962260657,Oct 29,Let's celebrate the remarkable journey of,2,2,8,2.4K,#AmritKalashYatra,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718577932938228155,Oct 29,Let's commemorate the unity and pride of our nation by celebrating,5,,,2.1K,#AmritKalashYatra,#MeriMaatiMeraDesh,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718567491138674802,Oct 29,"Whether it's for a spiritual sojourn or thrilling activities, Rishikesh is the place to be.

Buy bus tickets to Rishikesh on",2,20,,3.8K,#DekhoApnaDesh,#travel,#Booking,#BOOKINGS
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718554886693151128,Oct 29,"Take a trip to Kashmir Heaven on Earth Ex Chennai with our comprehensive tour package starting on 02.11.2023.

Book now on",3,10,,3K,#DekhoApnaDesh,#Travel,#kashmir,
https://twitter.com/eCateringIRCTC,@eCateringIRCTC,https://twitter.com/eCateringIRCTC/status/1718519929257988294,Oct 29,Watching,2,7,,2.7K,#CWC23,#FoodOnTrack,#trainfood,#foodintrain
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718512715243618445,Oct 29,"No matter the purpose of your trip, let it become a vacation by booking amazing hotel rooms on the IRCTC portal.

Visit",1,7,,3K,#DekhoApnaDesh,#Travel,#hotel,#Booking
https://twitter.com/buddhistrain,@buddhistrain,https://twitter.com/buddhistrain/status/1718276745307283493,Oct 28,Revisit the ancient and extraordinary history of Buddhism in India at Nalanda University with the,2,5,,3.1K,#BuddhistCircuitTouristTrain,#BuddhasFootsteps,#Exploreindia,#SpiritualJourney
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718177056482377877,Oct 28,माननीय प्रधानमंत्री श्री,1,18,,3.3K,#RozgarMela,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718174012562706581,Oct 28,"रोज़गार मेले के माध्यम से 51,000 से अधिक युवाओं को मिलेगा रोज़गार का उपहार।",2,13,,4.4K,#RozgarMela,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718173974147018978,Oct 28,"रोज़गार मेले से हुआ नए रोज़गारों का सृजन, 51 हजार से अधिक युवाओं को मिलेगा नियुक्ति पत्र।",5,4,,5.4K,#RozgarMela,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718173881490657708,Oct 28,"रोज़गार मेला में नियुक्त होने वाले 51,000 से अधिक युवाओं में 14,000 से अधिक नियुक्तियां रेलवे की।",1,7,,2.1K,#RozgarMela,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718173700196040932,Oct 28,"Building A New India!

More than 51,000 appointment letters are to be distributed to the newly recruited government job aspirants in the",5,,,1.5K,#RozgarMela,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718173637549924634,Oct 28,Hon’ble PM,1,3,,1.6K,#RozgarMela,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718173406729036176,Oct 28,"Fulfilling The Dreams of Youths!

Hon’ble PM",2,,,1.5K,#RozgarMela,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718173324805853274,Oct 28,Youths are excited to get appointment letters in the Rozgar Mela today from the Hon’ble PM,1,6,,2.1K,#RozgarMela,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718173202126684449,Oct 28,"Providing Opportunities for Prosperity!

Hon’ble PM",1,4,,1.8K,#RozgarMela,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718173063047708914,Oct 28,"No more waiting for government jobs!

Several initiatives taken to reduce the recruitment timelines of government jobs by increasing the capacity of computer-based exams, reducing the tiers in exams to a maximum of 2 tiers, and Aadhar-based verification.",5,,,1.8K,#RozgarMela,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1718167356864864357,Oct 28,"Discover a seamless way to travel by bus with the IRCTC Bus Booking Portal!

Looking for a convenient and reliable way to book bus tickets? Your search ends here! Visit",6,,,1.8K,,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1717872091356443098,Oct 27,"Planning a trip? 

Make your travel experience even more convenient with the IRCTC Hotel Booking Portal!

Discover a world of comfort and choice at your fingertips. Whether you're traveling for business or leisure, we've got you covered with a wide range of hotels to suit every…",2,11,,2.3K,,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1717842922211819866,Oct 27,"Visit Dhordo with our Rann Utsav Package With Train Tickets - White Rann Resorts (WMR155) & Rann Utsav Weekend Package With Train Tickets (WMR155A) tours starting every Wednesday & Friday from 17.11.23 to 28.02.24.

Book now on",10,,,2.5K,,,,
https://twitter.com/Maharajas_Exp,@Maharajas_Exp,https://twitter.com/Maharajas_Exp/status/1717838919239418143,Oct 27,Take,2,7,,2.5K,#SundaySerenity,#dekhoapnadesh,#india,#maharajasexpress
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1717794112760594782,Oct 27,"बोलीविया का सालार दे उयुनी अपने आप में एक अविश्वसनीय अनुभव है।

इस अनुभव को असलियत में जीने में लिए आज ही बोलीविया की फ्लाइट बुक करें",17,,,3.5K,#IRCTC,#Travel,#FlightBookings,#AirTickets
https://twitter.com/buddhistrain,@buddhistrain,https://twitter.com/buddhistrain/status/1717530086344368430,Oct 26,"Feel the widespread reach of Buddhist culture as you explore Bodhgaya's Japanese Temple. 

Go to",1,3,14,3K,#BuddhasFootprint,#BuddhistCircuitTouristTrain,#buddhisttrain,#Buddhisttemple
https://twitter.com/GoldenChariotIR,@GoldenChariotIR,https://twitter.com/GoldenChariotIR/status/1717517097562182020,Oct 26,Venture into the state called God's Own Country and catch glimpses of,1,5,14,3.9K,#Kerala,#TravelInIndia,#GoldenChariot,#KeralaBeauty
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1717517121218093061,Oct 26,"It's time to cheer for your state in the National Games while immersing yourself in Goa's vibrant culture and landscapes.

Book bus tickets to Goa on",1,6,,2.5K,#DekhoApnaDesh,#Travel,#Booking,#tickets
https://twitter.com/RailMinIndia,@RailMinIndia,https://twitter.com/RailMinIndia/status/1717505056508157983,Oct 26,महाराष्ट्र में जलगांव और भुसावल के बीच तीसरी एवं चौथी रेल लाइन के निर्माण से व्यस्त मुंबई-हावड़ा रेल मार्ग पर ट्रेनों की गति बढ़ेगी और यात्रा समय में बचत होगी।,37,294,587,44K,#RailInfra4Maharashtra,,,
https://twitter.com/RailMinIndia,@RailMinIndia,https://twitter.com/RailMinIndia/status/1717502512474001421,Oct 26,"महाराष्ट्र में कुर्डुवाडी-लातूर रोड रेल खंड के विद्युतीकरण से पर्यावरण अनुकूल रेल परिचालन संभव होगा, साथ ही इस रूट पर तेज गति से निर्बाध ट्रेन संचालन हो सकेगा।",15,270,437,39K,#RailInfra4Maharashtra,,,
https://twitter.com/narendramodi,@narendramodi,https://twitter.com/narendramodi/status/1717495551397380373,Oct 26,Addressing a programme in Shirdi. Significant projects in health and infrastructure being launched will have defining impact in the region.,460,3.4K,10K,466K,,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1717514660537405538,Oct 26,Hon'ble PM Shri,3,19,,2.5K,#RailInfra4Maharashtra,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1717512240063230322,Oct 26,"Increasing Efficiency of Rail Travel in Maharashtra!  

The laying of rail lines between Jalgaon and Bhusaval will ease congestion on the Mumbai-Howrah route and increase the speed of trains which will save time for passengers.",1,7,,1.9K,#RailInfra4Maharashtra,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1717512087046693051,Oct 26,"Elevating Rail Connectivity in Maharashtra!    

The new project of laying the rail lines from Jalgaon to Bhusaval will include the construction of 39 major and minor bridges to boost rail infra in the region.",2,3,,2.1K,#RailInfra4Maharashtra,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1717511491413512269,Oct 26,"Augmenting Rail Connectivity in Maharashtra!  

Hon’ble PM",2,1,14,3.4K,#RailInfra4Maharashtra,,,
https://twitter.com/RailMinIndia,@RailMinIndia,https://twitter.com/RailMinIndia/status/1717475563429077134,Oct 26,Hon'ble PM Shri,21,384,915,37K,#RailInfra4Maharashtra,,,
https://twitter.com/IRCTCofficial,·,https://twitter.com/IRCTCofficial/status/1717498308191715662,Oct 26,"Don't miss the chance to meet the IRCTC team during ITB Asia 2023 at Singapore. We'll be delighted to discuss exciting tourism opportunities, incredible travel packages, and the endless possibilities of exploring India via our wide range of…",3,1,3.7K,26,,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1717498406044918181,Oct 26,,4,,,1K,,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1717480627451400509,Oct 26,"IRCTC is participating in Tourism Expo Japan (Japan Travel and Tourism Association- JATA '2023) from 26th -29th Oct'23 at Osaka, Japan in association with Ministry of Tourism, Govt. of India.",1,9,40,4K,,,,
https://twitter.com/RailMinIndia,@RailMinIndia,https://twitter.com/RailMinIndia/status/1717468934780444922,Oct 26,माननीय प्रधानमंत्री श्री,22,263,368,28K,#RailInfra4Maharashtra,,,
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1717458995739590971,Oct 26,"Make your last-minute trips to Chennai smooth by booking hotel rooms on the IRCTC portal.

Visit",10,,,2.3K,#DekhoApnaDesh,#Travel,#Chennai,#tickets
https://twitter.com/IRCTCofficial,@IRCTCofficial,https://twitter.com/IRCTCofficial/status/1717447016597659792,Oct 26,"Connect with the divine at the most venerated temples of the Divine Gujarat with Somnath & Dwarka Ex. Kochi (SEA17) while also stopping by the Statue Of Unity. 

Book now on",3,14,,2.9K,#DekhoApnaDesh,#Travel,#Ahmedabad,#bhavnagar
