userId_url,profile_photo,css-4rbku5 href 2,UserName,UserId,Tweet_Url,date-time,Tweets,css-4rbku5 href 5,attached_media,tweets,Comments,Retweets,Likes,css-4rbku5 href 6,impression/views,css-4rbku5 href 7,likes,css-4rbku5 2,css-4rbku5 href 8,css-901oao 12,css-4rbku5 href 9,retweeted date,css-901oao 16,css-901oao 17,css-4rbku5 4,css-4rbku5 href 10,css-901oao 25
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1708675924584222736,Oct 2,We’re partnering with HP to manufacture Chromebooks in India - These are the first Chromebooks to be made in India and will make it easier for Indian students to have access to affordable and secure computing.,https://t.co/PuzZnck1wo,https://pbs.twimg.com/card_img/1719319385452462080/4XG5SHYL?format=jpg&name=small,timesofindia.indiatimes.com,540,3.3K,22K,https://twitter.com/sundarpichai/status/1708675924584222736/analytics,1.9M,,,,,,,,,,,,
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1707891578076086519,Sep 30,Sending condolences to Sen. Feinstein’s family and all those mourning her passing. She was an incredible leader and trailblazer and we thank her for her decades of service to California.,,,,60,49,920,https://twitter.com/sundarpichai/status/1707891578076086519/analytics,161K,,,,,,,,,,,,
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1706889998040211599,Sep 27,Happy 25th birthday,,https://pbs.twimg.com/tweet_video_thumb/F7AXW8RbEAA55Wr.jpg,GIF,1.4K,4.7K,39K,https://twitter.com/sundarpichai/status/1706889998040211599/analytics,13M,,,@Google,https://twitter.com/Google,!,,,,,,,Thanks to everyone who uses our products and challenges us to keep innovating and to all Googlers!
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1706422871910985993,Sep 26,"Bem Vinda, Nuvem! We’re collaborating on a new transatlantic subsea cable Nuvem, which means ""cloud"" in Portuguese. It will connect Portugal, Bermuda, and the US, helping to provide digital services and new opportunities for local economies.",https://t.co/8hQsnxrG8D,https://pbs.twimg.com/card_img/1717353794512830464/2Jx4-Trx?format=jpg&name=small,cloud.google.com,88,138,974,https://twitter.com/sundarpichai/status/1706422871910985993/analytics,170K,,,,,,,,,,,,
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1705068406901231913,Sep 22,"Unbearably sad to lose Luiz. He was behind so many of Google’s technical achievements, writing the book on our data centers, leading the design of our computing infrastructure, and so much more. He was at the top of his field, earning ACM’s highest honor in computer architecture.…",,,,192,461,5.5K,https://twitter.com/sundarpichai/status/1705068406901231913/analytics,1.7M,,,,,,,,,,,,
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1696580607273238886,Aug 29,At,https://t.co/iO2ny4kk4N,https://pbs.twimg.com/card_img/1719327965232693248/HcteocdU?format=jpg&name=small,cloud.google.com,97,216,1.3K,https://twitter.com/sundarpichai/status/1696580607273238886/analytics,386K,,,@GoogleWorkspace,https://twitter.com/GoogleWorkspace,"we shared ways we’re helping customers + partners benefit from generative AI, including increasing the number of models in Vertex AI, expanding access to Duet AI, our always-on collaborator in",,,,,#GoogleCloudNext,https://twitter.com/hashtag/GoogleCloudNext?src=hashtag_click,and
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1694399109468246352,Aug 23,What an incredible moment! Congratulations to,,https://pbs.twimg.com/profile_images/1600118046743359488/C1_k11I7_normal.jpg,Quote,1K,14K,124K,https://twitter.com/sundarpichai/status/1694399109468246352/analytics,3.5M,,,@isro,https://twitter.com/isro,for the successful landing of,,,ISRO,@isro,#Chandrayaan3,https://twitter.com/hashtag/Chandrayaan3?src=hashtag_click,on the moon this morning. Today India became the first country to successfully achieve a soft landing on the southern polar region of the moon.
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1694019497068294356,Aug 22,"Hallo Germany! The Google Cloud region in Berlin-Brandenburg is now ready for customers. It's our second region in Germany, and is part of our commitment to invest 1 billion euros in Germany’s digital infrastructure and clean energy between 2021 and 2030.",https://t.co/6iGLd2QGVy,https://pbs.twimg.com/card_img/1717153045438488576/TsEymz41?format=jpg&name=small,cloud.google.com,75,168,1.3K,https://twitter.com/sundarpichai/status/1694019497068294356/analytics,213K,,,,,,,,,,,,
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1693318398610997729,Aug 20,What a great,,,,98,150,3.1K,https://twitter.com/sundarpichai/status/1693318398610997729/analytics,285K,,,,,"! Congrats to Spain for their amazing run, and well played England. The atmosphere at every game has been incredible. 13 mins (!) of added time made for such an exciting final.",,,,,#WorldCup,https://twitter.com/hashtag/WorldCup?src=hashtag_click,
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1691496643441336324,Aug 15,"New updates to our Search Generative Experience include definitions with related images to help explain complex topics, more coding capabilities, and a new experiment that helps you find what you're looking for in a long article more easily.",https://t.co/8cZ8sdnJJO,https://pbs.twimg.com/card_img/1719387326881898496/8Y1oXZKt?format=jpg&name=900x900,blog.google,195,440,2.3K,https://twitter.com/sundarpichai/status/1691496643441336324/analytics,463K,,,,,,,,,,,,
https://twitter.com/TechTekedra,https://pbs.twimg.com/profile_images/825331003002531840/8Kz5W-13_bigger.jpg,https://twitter.com/TechTekedra,Tekedra N Mawakana,@TechTekedra,https://twitter.com/TechTekedra/status/1689813875406061568,Aug 11,Today’s a big day.,,https://pbs.twimg.com/profile_images/808733022203719681/3PVUd1-n_normal.jpg,Quote,35,69,448,https://twitter.com/TechTekedra/status/1689813875406061568/analytics,164K,https://twitter.com/sundarpichai,Sundar Pichai,@Waymo,https://twitter.com/Waymo,Thank you,,0:36,Waymo,@Waymo,,,"riders, community advocates, and the residents of San Francisco. - we look forward to serving more of you!"
https://twitter.com/royalhansen,https://pbs.twimg.com/profile_images/1593393305206763520/Z0OG7Kzv_bigger.jpg,https://twitter.com/royalhansen,Royal Hansen,@royalhansen,https://twitter.com/royalhansen/status/1689329236514099200,Aug 9,Exciting news out of,https://t.co/j5NqfxKGK2,https://pbs.twimg.com/card_img/1717883055753551872/z_iDIX_N?format=jpg&name=small,whitehouse.gov,25,56,284,https://twitter.com/royalhansen/status/1689329236514099200/analytics,92K,https://twitter.com/sundarpichai,Sundar Pichai,@Google,https://twitter.com/Google,this morning:,,,,,#BlackHat,https://twitter.com/hashtag/BlackHat?src=hashtag_click,is partnering w/
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1689357787120205825,Aug 10,Welcome,,https://pbs.twimg.com/profile_images/1571997727491325954/BP92ivSG_normal.jpg,Quote,92,115,928,https://twitter.com/sundarpichai/status/1689357787120205825/analytics,212K,https://twitter.com/hashtag/TeamPixel?src=hashtag_click,,@Arsenal,https://twitter.com/Arsenal,and,,,Google UK,@GoogleUK,,,to
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1689112056920723457,Aug 9,Excited that RCS messages on,https://t.co/cJOQsKaaE9,https://pbs.twimg.com/card_img/1719451621933920256/3KPH3P0j?format=jpg&name=small,theverge.com,125,299,2K,https://twitter.com/sundarpichai/status/1689112056920723457/analytics,304K,,,@Android,https://twitter.com/Android,"will now be fully end-to-end encrypted by default, including group chats.",,,,,,,
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1684708875394547713,Jul 28,"Spent time with the Google DeepMind team in London this week, including the people working on our next generation models. Great to see the exciting progress and talk to",https://twitter.com/sundarpichai/status/1684708875394547713/photo/1,https://pbs.twimg.com/media/F2FJyUXXcAEaPjQ?format=jpg&name=small,,206,261,3.5K,https://twitter.com/sundarpichai/status/1684708875394547713/analytics,663K,,,@demishassabis,https://twitter.com/demishassabis,and the teams about the future of AI.,,,,,,,
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1671951616784695321,Jun 23,Great to join students + policy leaders in DC to announce funding for cybersecurity clinics across the US. These clinics give students hands-on experience in cybersecurity by providing free services to protect critical infrastructure in their communities.,https://t.co/J7b8NewtP4,https://pbs.twimg.com/card_img/1720125377904095232/aMsN4bVo?format=jpg&name=small,blog.google,151,193,1.8K,https://twitter.com/sundarpichai/status/1671951616784695321/analytics,239K,,,,,,,,,,,,
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1671242535627522048,Jun 21,"Over the last 18 months,",https://t.co/7LDZsdBQRM,https://pbs.twimg.com/card_img/1718015246286397440/gpCaZ1Qt?format=png&name=120x120,welcome.us,95,117,829,https://twitter.com/sundarpichai/status/1671242535627522048/analytics,186K,,,@WelcomeUS,https://twitter.com/welcomeus,"has helped resettle 200,000+ newcomers. Through the Welcome Connect platform, Americans can start the process to apply to sponsor refugees and their families -- a powerful way to help on",,,"Welcome.US | How to sponsor and welcome newcomers, with Welcome US","Find out what sponsorship involves, what welcoming means, and learn how Americans are sponsoring immigrants into their communities in the U.S.",#WorldRefugeeDay,https://twitter.com/hashtag/WorldRefugeeDay?src=hashtag_click,and every day.
https://twitter.com/ThomasOrTK,https://pbs.twimg.com/profile_images/1376639799822454789/GtBiOWEJ_bigger.jpg,https://twitter.com/ThomasOrTK,Thomas Kurian,@ThomasOrTK,https://twitter.com/ThomasOrTK/status/1669013555419439111,Jun 14,.,https://t.co/nqgTLYqmLd,https://pbs.twimg.com/card_img/1719723241168924672/o321F3JG?format=jpg&name=small,dfsud.com,56,75,485,https://twitter.com/ThomasOrTK/status/1669013555419439111/analytics,155K,https://twitter.com/sundarpichai,Sundar Pichai,@LATAMAirlines,https://twitter.com/LATAMAirlines,"just completed a critical migration to Google Cloud, saving 3,400 tons of carbon dioxide emissions and helping the company transform the customer experience & digitize business processes.",,,,,,,
https://twitter.com/demishassabis,https://pbs.twimg.com/profile_images/691700243809718272/z7XZUARB_bigger.jpg,https://twitter.com/demishassabis,Demis Hassabis,@demishassabis,https://twitter.com/demishassabis/status/1668204460496093185,Jun 12,The AI age offers immense opportunities for the UK and the world to improve people's lives. It was great to open,https://twitter.com/demishassabis/status/1668204460496093185/photo/1,https://pbs.twimg.com/media/FyamO4vWwAIfnyD?format=jpg&name=small,,128,152,784,https://twitter.com/demishassabis/status/1668204460496093185/analytics,257K,https://twitter.com/sundarpichai,Sundar Pichai,@rishisunak,https://twitter.com/RishiSunak,with the Prime Minister,,,,,#LTW2023,https://twitter.com/hashtag/LTW2023?src=hashtag_click,by talking about how government and industry can work together to achieve this promise.
https://twitter.com/royalhansen,https://pbs.twimg.com/profile_images/1593393305206763520/Z0OG7Kzv_bigger.jpg,https://twitter.com/royalhansen,Royal Hansen,@royalhansen,https://twitter.com/royalhansen/status/1666847399787257856,Jun 8,"As AI adoption continues to grow, it’s clear we need industry security standards so it is safe for everyone. At",https://t.co/313B3uy4tc,https://pbs.twimg.com/card_img/1720191722288791552/wGhlWLlN?format=jpg&name=small,blog.google,267,345,1.8K,https://twitter.com/royalhansen/status/1666847399787257856/analytics,152K,https://twitter.com/sundarpichai,Sundar Pichai,@Google,https://twitter.com/Google,"we’re excited to introduce our Secure AI Framework (SAIF) designed to raise the security bar and reduce risk, together as an industry",,,,,,,
https://twitter.com/nicnguyen,https://pbs.twimg.com/profile_images/1154435321255219200/d1FXpRjA_bigger.jpg,https://twitter.com/nicnguyen,nic nguyen,@nicnguyen,https://twitter.com/nicnguyen/status/1666822975528779776,Jun 8,"did you know there’s an air quality tool built into google maps?

east coasters, here’s how you can compulsively check AQI and PMI like a californian during wildfire season:",https://twitter.com/nicnguyen/status/1666822975528779776/photo/1,https://pbs.twimg.com/media/FyG-qHLaEAYLkRP?format=jpg&name=small,,21,66,332,https://twitter.com/nicnguyen/status/1666822975528779776/analytics,116K,https://twitter.com/sundarpichai,Sundar Pichai,,,,https://t.co/CqHBAJi59t,https://,,,,,
https://twitter.com/OriolVinyalsML,https://pbs.twimg.com/profile_images/677499217993007104/Uartsv8s_bigger.jpg,https://twitter.com/OriolVinyalsML,Oriol Vinyals,@OriolVinyalsML,https://twitter.com/OriolVinyalsML/status/1666557792289804290,Jun 8,It took a lot of Deep RL finesse (& some Transformers,https://t.co/jzQLfOAYh4,https://pbs.twimg.com/card_img/1717481994282496001/0Za9-Slq?format=jpg&name=small,deepmind.google,21,95,714,https://twitter.com/OriolVinyalsML/status/1666557792289804290/analytics,168K,https://twitter.com/sundarpichai,Sundar Pichai,@Nature,https://twitter.com/Nature,") to get the first change in over a decade accepted into the LLVM standard C++ library. AlphaDev, published",,,,,,,by my brilliant colleagues!
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1666584802638823424,Jun 8,Great progress with,,https://pbs.twimg.com/profile_images/691700243809718272/z7XZUARB_normal.jpg,Quote,101,100,1K,https://twitter.com/sundarpichai/status/1666584802638823424/analytics,219K,,,,,from Google Deepmind!,,,Demis Hassabis,@demishassabis,#Alphadev,https://twitter.com/hashtag/Alphadev?src=hashtag_click,
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1666498242740387840,Jun 7,"We’re updating Bard with a new technique called implicit code execution. Now it runs code in the background when it detects computational prompts, improving the accuracy of word and math problems by ~30%.",,https://pbs.twimg.com/tweet_video_thumb/FyCXN8yakAAr5YK.jpg,GIF,445,1.3K,9.3K,https://twitter.com/sundarpichai/status/1666498242740387840/analytics,2.2M,,,,,,https://t.co/yHayR1VhvT,https://,,,,,
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1666482278019596288,Jun 7,Exciting to see how,https://t.co/qQpqzxmXRr,https://pbs.twimg.com/card_img/1719738843128061952/fEOXyeYM?format=jpg&name=small,cloud.google.com,91,216,1.4K,https://twitter.com/sundarpichai/status/1666482278019596288/analytics,209K,,,@GoogleCloud,https://twitter.com/googlecloud,is bringing generative AI to more customers like,,,,,,,", who will use our generative AI search tools to make it easier for clinicians and researchers to find information they need to help patients."
https://twitter.com/sundarpichai,https://pbs.twimg.com/profile_images/1710036756731510784/FyfFgM-B_bigger.jpg,https://twitter.com/sundarpichai,Sundar Pichai,@sundarpichai,https://twitter.com/sundarpichai/status/1657114281480167424,May 13,Thanks,https://t.co/mcaGxzyEok,,podcasts.google.com,96,127,1.1K,https://twitter.com/sundarpichai/status/1657114281480167424/analytics,234K,,,@reckless,https://twitter.com/reckless,for having me on,,,"Decoder with Nilay Patel - Exclusive: Google’s Sundar Pichai talks Search, AI, and dancing with...","Hello and welcome to Decoder. I’m Nilay Patel, editor in chief of The Verge, and Decoder is my show about big ideas, and other problems. We have a special episode today – I’m talking to Sundar...",#GoogleIO,https://twitter.com/hashtag/GoogleIO?src=hashtag_click,. Great to go deeper on the platform shift we're seeing with AI and the product updates we shared at
https://twitter.com/GoogleQuantumAI,https://pbs.twimg.com/profile_images/1386702318104629256/XiXFFST-_bigger.jpg,https://twitter.com/GoogleQuantumAI,Quantum AI,@GoogleQuantumAI,https://twitter.com/GoogleQuantumAI/status/1656707925468123136,May 11,Today in,https://twitter.com/GoogleQuantumAI/status/1656707925468123136/photo/1,https://pbs.twimg.com/profile_images/1517183744636964875/_475wi5p_bigger.jpg,,25,170,698,https://twitter.com/GoogleQuantumAI/status/1656707925468123136/analytics,167K,https://twitter.com/sundarpichai,Sundar Pichai,@Nature,https://twitter.com/Nature,",",https://t.co/TF4piHRhQG,https://,,,,,"and collaborators have braided non-Abelian anyons for the first time. Unlike all particles observed so far, the state of two non-Abelian anyons changes when they are swapped, opening an exciting path in quantum computing"
https://twitter.com/ThomasOrTK,https://pbs.twimg.com/profile_images/1376639799822454789/GtBiOWEJ_bigger.jpg,https://twitter.com/ThomasOrTK,Thomas Kurian,@ThomasOrTK,https://twitter.com/ThomasOrTK/status/1656721160120442880,May 11,Ahead of,https://t.co/oHCAXx9OAf,https://pbs.twimg.com/card_img/1720166131460382720/HCj_Q3o4?format=jpg&name=small,bloomberg.com,36,84,478,https://twitter.com/ThomasOrTK/status/1656721160120442880/analytics,116K,https://twitter.com/sundarpichai,Sundar Pichai,@SAP,https://twitter.com/SAP,", we’re announcing a major partnership expansion with",,,,,#SAPSapphire,https://twitter.com/hashtag/SAPSapphire?src=hashtag_click,"- By integrating SAP data & systems with our data cloud, customers can use our analytics capabilities, and advanced AI tools & large language models to find new insights."
https://twitter.com/VentureBeat,https://pbs.twimg.com/profile_images/1268192121477046272/oxLhAY5V_bigger.jpg,https://twitter.com/VentureBeat,VentureBeat,@VentureBeat,https://twitter.com/VentureBeat/status/1656359798252683264,May 10,Google releases new generative AI products and features for Google Cloud and Vertex AI,https://t.co/OiU0XFiO1U,https://pbs.twimg.com/card_img/1719854634859372544/UR_ekxDN?format=png&name=900x900,venturebeat.com,19,56,279,https://twitter.com/VentureBeat/status/1656359798252683264/analytics,82K,https://twitter.com/sundarpichai,Sundar Pichai,,,,,,,,,,
https://twitter.com/LaurenGoode,https://pbs.twimg.com/profile_images/1649191011573444610/-uocmfDf_bigger.jpg,https://twitter.com/LaurenGoode,Lauren Goode,@LaurenGoode,https://twitter.com/LaurenGoode/status/1656392036084506624,May 11,In recent weeks Google executives were really excited about…wallpaper? Latest story in,https://t.co/DD2vy4lTUK,https://pbs.twimg.com/card_img/1719935847896670208/lCZ0z_Mf?format=jpg&name=small,wired.com,11,37,267,https://twitter.com/LaurenGoode/status/1656392036084506624/analytics,79K,https://twitter.com/sundarpichai,Sundar Pichai,@wired,https://twitter.com/WIRED,about Google’s race to productize generative AI and bring it to Android’s 3+ billion users,,,,,,,
https://twitter.com/tnkgrl,https://pbs.twimg.com/profile_images/19883502/myr-avatar_bigger.jpg,https://twitter.com/tnkgrl,Myriam Joire,@tnkgrl,https://twitter.com/tnkgrl/status/1656369826720550913,May 11,It's,https://twitter.com/tnkgrl/status/1656369826720550913/photo/1,https://pbs.twimg.com/media/FvybkMGaMAA_leB?format=jpg&name=small,,62,185,7.4K,https://twitter.com/tnkgrl/status/1656369826720550913/analytics,605K,https://twitter.com/sundarpichai,Sundar Pichai,@MKBHD,https://twitter.com/MKBHD,"(sitting in front of me), taking a pic of his ""phone of the year"" quote :) Meta.",,,,,#GoogleIO,https://twitter.com/hashtag/GoogleIO?src=hashtag_click,
